NHC  90E INVEST    20210507 1200 120N 1020W 295 041 1009 1011 0334 10 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210507 1800 112N 1025W 280 031 1008 1011 0334 13 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210508 0000 125N 1039W 300 057 1007 1011 0334 15 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210508 0600 125N 1047W 295 051 1007 1011 0334 15 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210508 1200 127N 1056W 290 051 1007 1011 0334 15 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210508 1800 129N 1065W 285 046 1008 1011 0334 13 111 -999 -999 -999 -999 S -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210509 0000 133N 1069W 300 036 1007 1011 0334 13 111 -999 -999 -999 -999 M -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  90E INVEST    20210509 0600 136N 1076W 295 036 1006 1011 0334 15 102 -999 -999 -999 -999 M -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  01E ONE       20210509 0600 136N 1076W 295 036 1006 1011 0334 15 102 -999 -999 -999 -999 M -999 -999 -999 -999 -9 -99N -999W -999 -999 -999 -999 
NHC  01E ONE       20210509 1200 139N 1078W 320 026 1006 1010 0278 15 093 -999 -999 -999 -999 M -999 -999 -999 -999 72 162N 1122W -999 -999 -999 -999 
NHC  01E ANDRES    20210509 1200 139N 1078W 320 026 1005 1010 0278 18 093 0111 -999 -999 -999 M -999 -999 -999 -999 72 162N 1122W -999 -999 -999 -999 
NHC  01E ANDRES    20210509 1800 140N 1084W 300 026 1005 1011 0278 18 093 0111 -999 -999 -999 M -999 -999 -999 -999 72 164N 1125W -999 -999 -999 -999 
